job_id,title,company,location,remote,seniority,posted_at,apply_url,linkedin_url,match_score,match_tier,job_skills_found,matched_skills,missing_skills,match_pct_skills,description_snippet
job_0001,Data Analyst - AI Products,Jobright.ai,United States,True,Entry level,2026-03-27T10:00:00,https://jobright.ai/jobs/info/sample_1,https://www.linkedin.com/jobs/view/sample-1,91.2,Strong Match,"['python', 'sql', 'pandas', 'machine learning', 'statistics', 'a/b testing', 'data visualization', 'reporting', 'communication', 'streamlit']","['python', 'sql', 'pandas', 'machine learning', 'statistics', 'a/b testing', 'data visualization', 'reporting', 'communication', 'streamlit']","[]",100.0,Looking for a data analyst with skills in python, sql, pandas, machine learning, statistics.
job_0002,ML Engineer - Entry Level,Anthropic,Remote,True,Entry level,2026-03-26T09:00:00,https://jobright.ai/jobs/info/sample_2,https://www.linkedin.com/jobs/view/sample-2,88.5,Strong Match,"['python', 'machine learning', 'scikit-learn', 'nlp', 'statistics', 'pytorch', 'git', 'communication']","['python', 'machine learning', 'scikit-learn', 'nlp', 'statistics', 'git', 'communication']","['pytorch']",87.5,Looking for a ml engineer with skills in python, machine learning, scikit-learn, nlp, statistics.
job_0003,AI Analyst,OpenAI,San Francisco CA,True,Entry level,2026-03-27T08:00:00,https://jobright.ai/jobs/info/sample_3,https://www.linkedin.com/jobs/view/sample-3,86.1,Strong Match,"['python', 'sql', 'machine learning', 'nlp', 'data visualization', 'reporting', 'ai agent', 'communication', 'stakeholder']","['python', 'sql', 'machine learning', 'nlp', 'data visualization', 'reporting', 'communication']","['ai agent', 'stakeholder']",77.8,Looking for an ai analyst with skills in python, sql, machine learning, nlp, data visualization.
job_0004,Machine Learning Analyst,Scale AI,New York NY,True,Entry level,2026-03-25T14:00:00,https://jobright.ai/jobs/info/sample_4,https://www.linkedin.com/jobs/view/sample-4,84.3,Strong Match,"['python', 'sql', 'scikit-learn', 'xgboost', 'pandas', 'statistics', 'a/b testing', 'reporting']","['python', 'sql', 'scikit-learn', 'xgboost', 'pandas', 'statistics', 'a/b testing', 'reporting']","[]",100.0,Looking for a machine learning analyst with skills in python, sql, scikit-learn, xgboost, pandas.
job_0005,NLP Engineer New Grad,Cohere,Remote,True,Entry level,2026-03-27T11:00:00,https://jobright.ai/jobs/info/sample_5,https://www.linkedin.com/jobs/view/sample-5,82.7,Strong Match,"['python', 'nlp', 'machine learning', 'scikit-learn', 'pytorch', 'tensorflow', 'git', 'communication']","['python', 'nlp', 'machine learning', 'scikit-learn', 'git', 'communication']","['pytorch', 'tensorflow']",75.0,Looking for an nlp engineer with skills in python, nlp, machine learning, scikit-learn, pytorch.
job_0006,Data Analyst New Grad,Hugging Face,Remote,True,Entry level,2026-03-26T16:00:00,https://jobright.ai/jobs/info/sample_6,https://www.linkedin.com/jobs/view/sample-6,80.9,Strong Match,"['python', 'sql', 'pandas', 'data visualization', 'tableau', 'statistics', 'reporting', 'communication', 'stakeholder']","['python', 'sql', 'pandas', 'data visualization', 'statistics', 'reporting', 'communication']","['tableau', 'stakeholder']",77.8,Looking for a data analyst with skills in python, sql, pandas, data visualization, tableau.
job_0007,Junior Data Scientist,Databricks,Seattle WA,True,Entry level,2026-03-24T10:00:00,https://jobright.ai/jobs/info/sample_7,https://www.linkedin.com/jobs/view/sample-7,79.4,Strong Match,"['python', 'sql', 'machine learning', 'pandas', 'scikit-learn', 'statistics', 'a/b testing', 'git']","['python', 'sql', 'machine learning', 'pandas', 'scikit-learn', 'statistics', 'a/b testing', 'git']","[]",100.0,Looking for a junior data scientist with skills in python, sql, machine learning, pandas, scikit-learn.
job_0008,Product Analyst,Weights & Biases,Remote,True,Entry level,2026-03-27T07:00:00,https://jobright.ai/jobs/info/sample_8,https://www.linkedin.com/jobs/view/sample-8,77.2,Strong Match,"['python', 'sql', 'a/b testing', 'statistics', 'data visualization', 'communication', 'stakeholder', 'reporting']","['python', 'sql', 'a/b testing', 'statistics', 'data visualization', 'communication', 'reporting']","['stakeholder']",87.5,Looking for a product analyst with skills in python, sql, a/b testing, statistics, data visualization.
job_0009,MLOps Engineer,Snorkel AI,Austin TX,False,Entry level,2026-03-23T12:00:00,https://jobright.ai/jobs/info/sample_9,https://www.linkedin.com/jobs/view/sample-9,74.8,Good Match,"['python', 'machine learning', 'docker', 'airflow', 'aws', 'git', 'postgresql', 'fastapi']","['python', 'machine learning', 'git', 'postgresql', 'fastapi']","['docker', 'airflow', 'aws']",62.5,Looking for an mlops engineer with skills in python, machine learning, docker, airflow, aws.
job_0010,Data Analyst - AI Products,LangChain,Remote,True,Entry level,2026-03-26T15:00:00,https://jobright.ai/jobs/info/sample_10,https://www.linkedin.com/jobs/view/sample-10,73.1,Good Match,"['python', 'sql', 'nlp', 'machine learning', 'reporting', 'communication', 'ai agent', 'streamlit']","['python', 'sql', 'nlp', 'machine learning', 'reporting', 'communication', 'streamlit']","['ai agent']",87.5,Looking for a data analyst with skills in python, sql, nlp, machine learning, reporting.
job_0011,Research Analyst,Mistral AI,Remote,True,Entry level,2026-03-25T09:00:00,https://jobright.ai/jobs/info/sample_11,https://www.linkedin.com/jobs/view/sample-11,71.5,Good Match,"['python', 'statistics', 'machine learning', 'data visualization', 'communication', 'reporting', 'nlp']","['python', 'statistics', 'machine learning', 'data visualization', 'communication', 'reporting', 'nlp']","[]",100.0,Looking for a research analyst with skills in python, statistics, machine learning, data visualization.
job_0012,ML Engineer - Entry Level,Together AI,Boston MA,True,Entry level,2026-03-27T06:00:00,https://jobright.ai/jobs/info/sample_12,https://www.linkedin.com/jobs/view/sample-12,69.8,Good Match,"['python', 'machine learning', 'pytorch', 'tensorflow', 'scikit-learn', 'git', 'docker', 'aws']","['python', 'machine learning', 'scikit-learn', 'git']","['pytorch', 'tensorflow', 'docker', 'aws']",50.0,Looking for an ml engineer with skills in python, machine learning, pytorch, tensorflow, scikit-learn.
job_0013,AI Analyst,Replit,Remote,True,Entry level,2026-03-24T11:00:00,https://jobright.ai/jobs/info/sample_13,https://www.linkedin.com/jobs/view/sample-13,68.2,Good Match,"['python', 'sql', 'machine learning', 'data visualization', 'communication', 'stakeholder', 'reporting', 'fastapi']","['python', 'sql', 'machine learning', 'data visualization', 'communication', 'reporting', 'fastapi']","['stakeholder']",87.5,Looking for an ai analyst with skills in python, sql, machine learning, data visualization.
job_0014,Data Analyst New Grad,DataRobot,United States,True,Entry level,2026-03-26T13:00:00,https://jobright.ai/jobs/info/sample_14,https://www.linkedin.com/jobs/view/sample-14,66.4,Good Match,"['python', 'sql', 'pandas', 'machine learning', 'statistics', 'tableau', 'reporting', 'communication']","['python', 'sql', 'pandas', 'machine learning', 'statistics', 'reporting', 'communication']","['tableau']",87.5,Looking for a data analyst with skills in python, sql, pandas, machine learning, statistics.
job_0015,Machine Learning Analyst,Stability AI,Remote,True,Entry level,2026-03-23T10:00:00,https://jobright.ai/jobs/info/sample_15,https://www.linkedin.com/jobs/view/sample-15,64.7,Good Match,"['python', 'machine learning', 'scikit-learn', 'nlp', 'pytorch', 'tensorflow', 'git', 'communication']","['python', 'machine learning', 'scikit-learn', 'nlp', 'git', 'communication']","['pytorch', 'tensorflow']",75.0,Looking for a machine learning analyst with skills in python, machine learning, scikit-learn, nlp.
job_0016,Junior Data Scientist,Runway ML,New York NY,True,Entry level,2026-03-25T14:00:00,https://jobright.ai/jobs/info/sample_16,https://www.linkedin.com/jobs/view/sample-16,62.9,Good Match,"['python', 'sql', 'machine learning', 'statistics', 'data visualization', 'a/b testing', 'docker', 'aws']","['python', 'sql', 'machine learning', 'statistics', 'data visualization', 'a/b testing']","['docker', 'aws']",75.0,Looking for a junior data scientist with skills in python, sql, machine learning, statistics.
job_0017,Product Analyst,Clarifai,Remote,True,Entry level,2026-03-26T10:00:00,https://jobright.ai/jobs/info/sample_17,https://www.linkedin.com/jobs/view/sample-17,61.3,Good Match,"['python', 'sql', 'statistics', 'a/b testing', 'reporting', 'communication', 'stakeholder', 'tableau']","['python', 'sql', 'statistics', 'a/b testing', 'reporting', 'communication']","['stakeholder', 'tableau']",75.0,Looking for a product analyst with skills in python, sql, statistics, a/b testing, reporting.
job_0018,NLP Engineer New Grad,Jobright.ai,Remote,True,Entry level,2026-03-27T09:00:00,https://jobright.ai/jobs/info/sample_18,https://www.linkedin.com/jobs/view/sample-18,59.6,Partial Match,"['python', 'nlp', 'machine learning', 'pytorch', 'tensorflow', 'airflow', 'docker', 'kubernetes']","['python', 'nlp', 'machine learning']","['pytorch', 'tensorflow', 'airflow', 'docker', 'kubernetes']",37.5,Looking for an nlp engineer with skills in python, nlp, machine learning, pytorch, tensorflow.
